2085;Jonas Dyer;76;957640
2086;Brian Chang;80;301289
2087;Erich Cote;91;120352
2088;Adrian Yang;85;967869
2089;Cedric Espinoza;65;114334
2090;Quinn Head;60;641879
2091;Bernard Bowers;65;517219
2092;Lars Adkins;69;154965
2093;Darius Crane;37;406429
2094;Gabriel Sawyer;79;718139
2095;Alan Marks;88;53474
2096;Kane Mckinney;30;741593
2097;Stone Knapp;89;663719
2098;Todd Everett;51;24858
2099;Flynn Roth;67;974790
2100;Rashad Boone;38;76473
2101;Dolan David;63;670316
2102;Amery Chandler;57;81805
2103;Noah Crane;38;286777
2104;Reese Byers;31;689467
2105;Lionel Sparks;54;550234
2106;Brody Morrison;69;506229
2107;Hayden Bowman;63;251731
2108;Cameron Mcguire;52;470733
2109;Rogan Roberson;39;869140
2110;Victor Lambert;96;668055
2111;Noble Beck;97;540160
2112;Cedric White;45;821701
2113;Rooney Massey;55;964308
2114;Clayton Velazquez;63;659681
2115;Addison Walters;93;194633
2116;Jordan Crosby;76;365461
2117;Zahir Rodgers;46;932450
2118;Dorian Chase;72;32365
2119;Cole Logan;69;414617
2120;James Roberts;46;336040
2121;Ezra Mcgee;50;566560
2122;Jermaine Reid;45;539473
2123;Myles Burke;81;244765
2124;Emerson Guzman;72;327990
2125;Cain Schneider;47;461807
2126;Zahir Singleton;64;222140
2127;Gary Barlow;74;894820
2128;Richard Slater;45;173817
2129;Hector Landry;81;966604
2130;Declan Washington;65;974526
2131;Armando Daugherty;45;401537
2132;Kirk Salas;80;755545
2133;Lewis Wilder;44;624713
2134;Robert Oneill;89;217191
2135;Noble Humphrey;37;547077
2136;Dustin Gardner;80;758010
2137;Samson Holman;81;126164
2138;Gannon Daugherty;36;452158
2139;Hayes Fowler;89;50528
2140;Blake Malone;86;743838
2141;Jin Adams;55;354099
2142;Moses Conway;69;423174
2143;Magee Nash;98;965696
2144;Yuli Nicholson;81;830248
2145;Bernard Hopper;97;490307
2146;Mark Barlow;96;119880
2147;Erich Rivas;40;456578
2148;Emery Warren;43;862569
2149;Walker Mack;44;644855
2150;Paki Richard;34;413380
2151;Hamish Armstrong;56;417433
2152;Micah Bradley;47;791845
2153;Jonas Cohen;49;210106
2154;Cole Cox;52;568276
2155;Yasir Ingram;31;320154
2156;Gray Craft;42;366782
2157;Peter Hansen;30;518604
2158;Burton Benjamin;95;578613
2159;Avram Flores;99;767374
2160;Garth Davidson;69;924939
2161;Gregory Sellers;38;639014
2162;Ali Hooper;44;26759
2163;Timon Cummings;53;322303
2164;Hall Kirkland;77;191649
2165;Tarik Nunez;79;46380
2166;Omar Mercado;73;818335
2167;Travis Mcintosh;71;307140
2168;Rogan Cameron;45;242584
2169;Wing Gonzalez;91;12280
2170;Rahim Best;31;697582
2171;Derek Gonzales;30;708445
2172;Seth Olson;93;744621
2173;Flynn Mccoy;85;110081
2174;Christian Harper;95;125886
2175;Zachary Kim;59;811798
2176;Lionel Moreno;33;605347
2177;Zane Valentine;72;784384
2178;Yuli Meyer;63;275899
2179;Xanthus Justice;99;828213
2180;Cameron Spears;70;540515
2181;Hedley Golden;75;657375
2182;Oliver Mack;84;726861
2183;Andrew Collier;67;692188
2184;Roth Mcbride;50;823622
2185;Jack Taylor;72;483889
2186;Jeremy Bolton;83;494452
2187;Keane Petersen;52;742644
2188;Kenneth Sullivan;49;43360
2189;Colton Underwood;78;969160
2190;Hoyt Humphrey;79;525902
2191;Luke Davis;44;481679
2192;Raymond King;51;306741
2193;Geoffrey Torres;85;912619
2194;Yoshio Le;58;555099
2195;Cyrus Pennington;50;833126
2196;Kyle Martinez;91;834564
2197;Igor Macdonald;86;947420
2198;Acton Kennedy;63;661506
2199;Nissim Obrien;39;532142
2200;Carson Holder;88;577826
2201;Emmanuel Mclean;64;325071
2202;Brett Sutton;91;384485
2203;Laith Cervantes;44;212481
2204;Nolan Blackwell;32;213467
2205;Lev Shepherd;40;642538
2206;Emery Merrill;51;64934
2207;Dorian Holden;71;482660
2208;Solomon Hensley;33;207509
2209;Addison Lindsey;66;155404
2210;Hall Harding;67;35693
2211;Judah Potter;46;279476
2212;Reed Emerson;63;442914
2213;Bert Mitchell;35;446504
2214;Dalton Guzman;65;553663
2215;Ray Blevins;31;672440
2216;Ivan Blanchard;91;509946
2217;Lawrence Harding;76;46184
2218;Porter Clayton;34;325941
2219;Travis Fleming;71;724336
2220;Kasimir Best;41;671266
2221;Myles Delgado;37;950234
2222;Lance Mclean;65;418920
2223;Merritt Le;35;182197
2224;Laith Watts;78;224770
2225;Erasmus Garza;47;119116
2226;Jared Fry;60;425475
2227;Lane Ashley;40;178161
2228;Basil Ford;89;791028
2229;Jonas Washington;82;151956
2230;Kadeem Diaz;69;244129
2231;Peter Moore;59;372409
2232;Kevin Boyd;71;927385
2233;Hakeem Shaw;32;928702
2234;Cade Irwin;54;763851
2235;Isaiah Kaufman;96;580868
2236;Rafael Riddle;55;330807
2237;Nicholas Brock;63;275043
2238;Erich Austin;65;113694
2239;Mannix Valencia;63;259425
2240;Abdul Bean;42;429938
2241;Tate Cunningham;55;52378
2242;Melvin Page;87;176901
2243;Chaim Potts;82;977851
2244;James Bryant;51;228319
2245;Clinton Riddle;64;561139
2246;Raja Wyatt;76;460941
2247;Tobias Caldwell;80;912008
2248;Chadwick Sutton;53;85630
2249;Berk Oneil;38;785356
2250;Garrison Vazquez;97;580205
2251;Malcolm Pace;69;172163
2252;Reece Snider;57;32515
2253;Lester Stephens;71;423197
2254;Steel Dillard;91;774416
2255;Fulton Mccarthy;78;563639
2256;Howard Armstrong;75;572168
2257;Nathaniel Raymond;54;102355
2258;Maxwell Foster;77;344000
2259;Zeus Daugherty;65;809501
2260;Avram Summers;88;705463
2261;Paul Henry;38;626871
2262;Macaulay Wyatt;58;33579
2263;Keegan Blankenship;71;48984
2264;Beck Dale;73;805032
2265;Xanthus Wells;93;655287
2266;Dante Martin;100;268266
2267;Rafael Keller;34;867892
2268;Gage Thompson;70;142586
2269;Dustin Oneill;83;959612
2270;Melvin Carver;99;262116
2271;Colton Martinez;50;334534
2272;Quinlan Todd;39;760667
2273;Simon Ayers;59;129386
2274;Kieran Hayden;57;387464
2275;Tate Howe;47;272786
2276;Ezra Santiago;58;660657
2277;Jameson Castaneda;73;195537
2278;Dustin Mckay;61;544032
2279;Callum Powell;91;950767
2280;Logan Zamora;80;501935
2281;Aladdin Burke;73;621988
2282;Jeremy Zamora;100;413316
2283;Hedley Dorsey;77;799598
2284;Armando Black;62;574244
2285;Colorado Bishop;83;541881
2286;Martin Cooke;35;837851
2287;Vance Ware;85;577194
2288;Victor Kent;34;967701
2289;Lawrence Oneil;71;140062
2290;Micah Mcconnell;68;143818
2291;Rudyard Crosby;96;897469
2292;Derek Hardy;63;517261
2293;Hiram Davenport;33;138175
2294;Hall Butler;98;365115
2295;Asher Ratliff;96;22148
2296;Cyrus Acevedo;99;862129
2297;Michael Martin;100;381312
2298;Byron Leonard;66;982629
2299;Orlando Hopper;92;36006
2300;Roth Glover;68;296409
2301;Keaton Mccullough;59;992228
2302;Neville Hanson;54;787000
2303;Brock Fernandez;86;389945
2304;Derek Roach;47;972978
2305;Ethan Dennis;54;497213
2306;Phillip Snyder;63;514886
2307;Drake Goodwin;68;140182
2308;Myles Blackwell;59;275045
2309;Mannix Shepherd;48;384033
2310;Cole Mcpherson;41;367039
2311;Thane West;82;185359
2312;Oliver Woodward;40;87712
2313;Colin Key;70;993159
2314;Ferris Bartlett;65;660011
2315;Giacomo Barnett;85;106447
2316;Boris Craig;55;779665
2317;Amir Middleton;41;279748
2318;Connor Fuentes;74;137652
2319;Demetrius Hall;51;24089
2320;Francis Huffman;36;596152
2321;Walter Newman;71;316018
2322;Nehru Bowman;98;116194
2323;Brennan Ray;44;249389
2324;William Mathews;31;20969
2325;Channing Clark;50;436285
2326;Ivor Valenzuela;69;772393
2327;Dolan Spencer;85;664107
2328;Elijah Stokes;47;282268
2329;Joseph Shelton;71;256502
2330;Ulysses Lynch;55;63217
2331;Drew Manning;50;273546
2332;Brent Frost;49;332375
2333;Ivan Manning;83;981894
2334;Ignatius Fry;83;774019
2335;Castor Lindsey;60;507840
2336;Gregory Olson;85;954063
2337;Jerry Greer;44;454880
2338;Travis Malone;65;223249
2339;Branden Rowe;64;258073
2340;Boris Reid;70;606776
2341;Edward Gay;71;799287
2342;Lyle Gibson;70;831250
2343;Stewart Acevedo;53;292778
2344;Micah Bryant;46;217771
2345;Hunter Hopkins;76;390304
2346;Aaron Chandler;72;129266
2347;Wesley Bond;56;83819
2348;Salvador Waters;78;168206
2349;Dennis Dyer;97;928601
2350;Knox Leach;83;475946
2351;Jin Boyd;83;222046
2352;Chase Yates;60;675732
2353;Harrison Booker;34;443638
2354;Curran Murphy;69;214675
2355;Oliver Vincent;49;581600
2356;Sylvester Wells;82;164928
2357;Cody Owen;35;820575
2358;Cody Sherman;50;750328
2359;Uriel Bartlett;98;140456
2360;Allistair Harding;87;483781
2361;Hu Sosa;95;717884
2362;Jeremy Jensen;95;261753
2363;Graham Cortez;89;288601
2364;Caldwell Massey;61;388497
2365;Daquan Larson;44;488556
2366;Forrest Keller;46;302755
2367;Jonas Conley;60;581648
2368;Kennan Dejesus;33;58114
2369;Baxter Wilkins;84;613437
2370;Hedley Olson;91;853742
2371;Tarik Owens;39;59752
2372;Daquan Matthews;60;532159
2373;Beau Montgomery;30;463366
2374;Brendan Dixon;83;663751
2375;Harper Cline;46;24307
2376;Gregory Fletcher;34;510354
2377;Darius Schwartz;38;716849
2378;Jason Wilson;70;406586
2379;Mason Page;62;939226
2380;Deacon Suarez;63;371733
2381;Jeremy Jimenez;88;644823
2382;Nigel Mayo;51;162554
2383;Paul Lloyd;41;179283
2384;Russell Dejesus;78;108478
2385;Arden Romero;87;574677
2386;Plato Hammond;98;449934
2387;Axel Higgins;57;357654
2388;Driscoll Singleton;80;824100
2389;Elmo Lloyd;62;54341
2390;Bradley Richard;44;876259
2391;Driscoll Gross;33;146271
2392;Kuame Peterson;46;660740
2393;Jasper Bauer;46;291020
2394;Harding Cook;81;514844
2395;Leonard Buchanan;91;926472
2396;Wesley Mays;83;293301
2397;Brady Crosby;53;242078
2398;Xenos Leon;37;288462
2399;Thomas Cash;59;501332
2400;Sylvester Murphy;40;397669
2401;Nathaniel Hancock;77;145555
2402;Kennan Head;75;208449
2403;Jasper Knapp;38;480416
2404;Barrett Stevens;84;211155
2405;Barrett Bradford;61;71979
2406;Leonard Lucas;54;524191
2407;Nasim Rhodes;31;584508
2408;Guy Chen;99;134219
2409;Justin Morse;48;139252
2410;Amos Turner;53;570269
2411;Griffith Hull;32;507854
2412;Emerson Rush;80;423104
2413;Theodore Carey;64;521661
2414;Mohammad Schneider;32;399260
2415;Kermit Baxter;99;15357
2416;Colby Warren;39;774056
2417;Kieran Harrison;94;647321
2418;Drew Delaney;44;722595
2419;Mohammad Downs;45;31749
2420;Andrew Villarreal;61;948443
2421;Ashton Vargas;62;765512
2422;Orlando King;41;336160
2423;Kamal Cabrera;53;776304
2424;August Ingram;68;671294
2425;Simon Howard;52;169969
2426;Melvin Larsen;92;378308
2427;Porter Brock;57;827160
2428;Alexander Shannon;84;114171
2429;Paki Dickerson;91;500308
2430;Omar Avery;88;298994
2431;Cadman Cervantes;34;237476
2432;Lester Meadows;93;489528
2433;Aristotle Crane;75;744000
2434;Octavius Leblanc;38;508073
2435;Lewis Knapp;53;667545
2436;Erich Briggs;84;102123
2437;Eric Mooney;71;88202
2438;Mannix Hernandez;56;818847
2439;Keegan Holmes;33;205969
2440;Amir Warner;78;117477
2441;Cadman Garrett;90;886071
2442;Shad Whitehead;57;492130
2443;Hu Pennington;40;813427
2444;Rigel Vasquez;94;166752
2445;Kareem Kelly;46;228643
2446;Timothy Mcmillan;32;483769
2447;Amal Boone;78;102799
2448;Alden Graves;44;191384
2449;Micah Beach;34;547286
2450;Addison Hughes;32;491689
2451;Cameron Cleveland;51;991186
2452;Berk Copeland;40;663273
2453;Mufutau Harding;92;605527
2454;Zeph Vang;35;49689
2455;Abbot Reese;39;42123
2456;Bradley Gibson;45;804501
2457;Garth Ferrell;54;410057
2458;Oren Hahn;93;913535
2459;Kane Collier;94;660776
2460;Gary Bean;52;96171
2461;Hashim Conway;78;440591
2462;Bradley Richmond;63;128587
2463;Jesse Mcmillan;40;644297
2464;Vladimir Gross;61;340053
2465;Macaulay Rojas;82;397742
2466;Caleb Mills;51;722081
2467;Richard Craig;56;216243
2468;Dante Osborne;50;704202
2469;Thaddeus Wolfe;39;18238
2470;Paki Meadows;39;285133
2471;Cody Faulkner;95;173378
2472;Lyle Greene;65;306938
2473;Byron Delgado;79;320600
2474;Solomon Yates;32;684116
2475;Christian Henry;93;470607
2476;Bernard Coffey;41;995311
2477;Calvin Foster;30;921993
2478;Trevor Calderon;44;142518
2479;Gregory Burgess;51;69667
2480;Igor Roth;55;633599
2481;Alexander Baxter;96;898269
2482;Amir Williamson;71;259197
2483;Garrison Jackson;80;494861
2484;Macaulay Suarez;64;822403
2485;Chadwick Kaufman;82;108890
2486;Leonard Walters;46;42007
2487;Arden Levine;36;542863
2488;Elvis Huber;41;369502
2489;James Buchanan;48;556810
2490;Barry Shepard;87;479961
2491;Driscoll Larsen;98;958415
2492;Graham Howe;85;594639
2493;Vaughan Lara;79;562812
2494;Honorato Vega;71;524811
2495;Hilel Oliver;34;788874
2496;Brock Davis;40;644342
2497;Eric Hensley;43;432339
2498;Dale Young;93;559198
2499;Jeremy Spencer;66;923393
2500;Eaton Fitzpatrick;66;260833
2501;Reese Cortez;87;280374
2502;Brennan Hays;86;588739
2503;Barrett Slater;56;229734
2504;Avram Larsen;91;421790
2505;Uriel Beasley;89;188436
2506;Andrew Puckett;82;575355
2507;Lane Dorsey;65;925670
2508;Joseph Aguirre;42;357316
2509;Clark Workman;74;344837
2510;Gavin Hester;95;483570
2511;Davis Flores;79;352726
2512;Richard Marsh;84;749315
2513;Leo Mclaughlin;95;674996
2514;Ezra Nelson;47;958628
2515;Todd Powell;92;454308
2516;Orlando Bennett;86;954217
2517;Amos Hines;50;449558
2518;Salvador Cummings;95;117922
2519;Jared Meyer;62;330998
2520;Chadwick Curtis;35;806423
2521;Rogan Zamora;63;178888
2522;Malik Perkins;39;574083
2523;Hilel Allison;31;206744
2524;Ashton Sargent;40;133558
2525;Cruz Horne;70;91519
2526;Malcolm Kelley;43;176463
2527;Boris Morrow;64;306489
2528;Solomon Marsh;37;689070
2529;Kasimir Mccarthy;90;229291
2530;Dorian Wood;86;756967
2531;Zephania Salinas;97;79897
2532;Lev Brooks;43;871108
2533;Justin Rich;97;217331
2534;Damon Carey;56;375492
2535;Rahim Stark;77;657419
2536;Harlan Rios;54;994874
2537;Ferdinand Contreras;45;655324
2538;Castor Albert;58;187207
2539;Rigel Gray;47;451080
2540;Howard Horton;52;25361
2541;Clark Emerson;45;469948
2542;Gray Mckinney;89;209046
2543;Hunter Kirby;90;906779
2544;Declan Conner;93;631538
2545;Gary Burch;49;577322
2546;Brendan Oneal;83;942656
2547;Amal Acevedo;57;515829
2548;Hector Parker;67;659326
2549;Xander Rasmussen;38;387626
2550;Ferris Webster;71;828118
2551;Hilel Holt;81;734449
2552;Linus Monroe;55;33491
2553;Owen Morales;72;875720
2554;Elmo Gomez;87;377155
2555;Felix Cote;92;799168
2556;Tobias Hendrix;62;878778
2557;Cairo May;48;518431
2558;Jin Sherman;54;984616
2559;Dennis Black;80;912302
2560;Nathan Blair;96;460360
2561;Neville Lester;53;49900
2562;Talon Carney;59;238921
2563;Felix Fleming;32;264603
2564;Nash Jordan;39;862273
2565;Anthony Harrison;56;586832
2566;Connor Peck;70;519069
2567;Quinn Ferrell;60;496695
2568;Fitzgerald Green;97;83460
2569;Thane Everett;38;775716
2570;Hall Le;30;774158
2571;Rigel Ballard;32;524668
2572;Jasper Chaney;57;573661
2573;Kareem Reed;40;794784
2574;Hu Perry;51;263598
2575;Abbot Pope;83;368011
2576;Baxter Owen;60;986157
2577;Xander Lynn;83;398075
2578;Austin Rich;41;895702
2579;Ralph Compton;59;318545
2580;Finn Rose;92;915062
2581;Justin Ballard;80;29853
2582;Paki Alvarado;49;757090
2583;Oscar Austin;38;841310
2584;Nigel Macdonald;88;691580
2585;Berk Mccormick;35;186652
2586;Ezra Dominguez;35;155081
2587;Harrison Kane;62;796020
2588;Derek Gill;80;834988
2589;Fulton Herring;90;133172
2590;Hammett Cabrera;92;183548
2591;Cadman Yates;31;873134
2592;Julian Sheppard;69;653341
2593;Hamish Moran;88;777508
2594;Tanner Todd;95;329142
2595;Garth Hampton;38;675102
2596;Nigel Schroeder;65;100583
2597;Craig Graves;45;671797
2598;Ishmael Bradshaw;89;645260
2599;Basil Solis;66;641319
2600;Myles Blackburn;50;134189
2601;Neville Bullock;93;603735
2602;Adrian Schmidt;95;412068
2603;Chester Barnes;35;922553
2604;Solomon Mcclure;30;111453
2605;Victor Dean;84;435409
2606;Elmo Melendez;35;420293
2607;Hyatt Mcconnell;33;181327
2608;Malcolm Gill;51;379646
2609;Hilel Cooke;99;477925
2610;Aidan Terrell;92;232001
2611;Valentine Weiss;40;798579
2612;Joseph Cervantes;93;486609
2613;Garth Nieves;94;715492
2614;Devin Wolf;39;760677
2615;Keane Clemons;96;233919
2616;Jeremy Dean;72;974595
2617;Hammett Maxwell;61;456233
2618;Hoyt Garcia;77;407499
2619;Derek Savage;44;824097
2620;Yasir Bray;51;375058
2621;Philip Cummings;35;61267
2622;Charles Craig;87;767163
2623;Garrison Prince;100;907401
2624;Xander Mcdonald;92;406202
2625;Caleb Garner;90;634797
2626;Macon Le;32;936701
2627;Ezekiel Decker;83;333933
2628;Elton Benson;79;103873
2629;Demetrius Robbins;40;479640
2630;Yuli Weiss;46;379607
2631;Myles Decker;49;672502
2632;Robert Chambers;34;984126
2633;Ishmael Vasquez;73;150542
2634;Hector Morse;35;795266
2635;Sylvester Shaw;38;214074
2636;Thomas Santiago;51;183771
2637;Kieran Houston;76;583606
2638;Graham Sweet;97;111205
2639;Branden Delacruz;84;940634
2640;Gavin Sheppard;95;882742
2641;Perry Lloyd;31;215360
2642;Chadwick Briggs;30;74492
2643;Vaughan Burns;49;838113
2644;Vaughan Maxwell;30;535745
2645;Ahmed Neal;37;429776
2646;Kadeem Bentley;67;673612
2647;Dominic Flynn;73;692012
2648;Brody Lewis;70;900653
2649;Ashton Mcfarland;37;267586
2650;Mufutau Browning;53;637134
2651;Colt Mcguire;63;174477
2652;Calvin Jordan;79;196762
2653;Buckminster Salas;73;697938
2654;Stewart Campos;55;174927
2655;Harrison Williams;90;579310
2656;Jarrod Hobbs;63;587485
2657;Aidan Mccarty;89;718294
2658;Michael Chavez;54;919076
2659;Philip Sargent;35;934953
2660;Drake Robinson;38;450231
2661;Kevin Potts;39;465492
2662;Stone Kirkland;74;317981
2663;Igor Joseph;92;990312
2664;Tobias Green;70;928780
2665;Vincent Hester;75;635841
2666;Kenyon Wyatt;69;357808
2667;Reese Montoya;50;120979
2668;Griffith Hendrix;69;15598
2669;Buckminster Pace;63;28500
2670;Chester Bradford;53;684609
2671;Keith Cunningham;77;487918
2672;Kelly Donaldson;59;524254
2673;Mannix Beard;40;255597
2674;Amery Parker;72;859450
2675;Erasmus Summers;98;755730
2676;Dolan Leach;83;443368
2677;Cole David;62;430114
2678;Edan Rodriquez;37;892795
2679;Abbot Robbins;56;583149
2680;Akeem Rodriguez;36;687942
2681;Salvador Douglas;96;887457
2682;Wallace Levine;82;295994
2683;Griffith Peck;32;713750
2684;Cruz Ruiz;40;469992
2685;Aladdin Mclean;93;349396
2686;Gary Yang;46;399459
2687;Porter Mcmillan;99;796833
2688;Geoffrey Bird;64;241497
2689;Elijah Herman;38;280021
2690;Vladimir Spence;69;368366
2691;Kennan Mcknight;35;822170
2692;Graham Daniels;50;436258
2693;Rooney Clark;84;225557
2694;Calvin Albert;73;941572
2695;Len Mcclure;82;21061
2696;Magee Cunningham;47;975146
2697;Lev Griffith;47;576751
2698;Colt Salinas;96;810567
2699;Gregory Albert;74;819711
2700;Colt Valencia;47;64687
2701;Barry Atkins;49;264265
2702;Alden Sullivan;44;650214
2703;Hoyt Walker;76;130520
2704;Burton Torres;36;778915
2705;David Glenn;54;502717
2706;Cadman Ferrell;51;570937
2707;Dillon Wallace;57;524482
2708;Sean Monroe;70;938086
2709;Magee Simpson;43;687705
2710;Odysseus Harris;53;207560
2711;Elmo Wooten;52;479850
2712;Thaddeus Hester;47;168371
2713;Peter Mckee;76;916597
2714;Tanek Whitfield;64;183228
2715;Thor Stafford;79;751311
2716;Jakeem English;78;163033
2717;Brady Strickland;89;850971
2718;Dean Cherry;33;602362
2719;Cairo Guthrie;35;60877
2720;Rafael Gamble;45;554940
2721;Ulysses Stark;63;810622
2722;Russell Watkins;99;735101
2723;Richard Obrien;64;322044
2724;Wade Chase;63;74735
2725;Amir Franklin;94;327486
2726;Igor Whitehead;95;642324
2727;Emmanuel Wright;78;131207
2728;Edan Todd;77;248445
2729;Plato Cannon;33;607497
2730;Barry Ballard;53;904001
2731;Neil Santos;45;662918
2732;Yuli Oneill;81;42369
2733;Zephania Morales;55;481413
2734;Laith Estes;38;938445
2735;Daquan Russo;34;584798
2736;Nathaniel Porter;88;482177
2737;Stewart Stein;35;960234
2738;Timon Hess;91;619705
2739;Conan Bond;49;226096
2740;Phillip Abbott;47;768341
2741;Louis Mclaughlin;47;251231
2742;Sylvester Grant;42;149785
2743;Caldwell Dillon;81;869820
2744;Xavier Lott;54;848609
2745;Griffin Hobbs;87;325365
2746;Samson Nieves;96;85219
2747;Owen Crane;50;524754
2748;Clark Lowe;50;851605
2749;Byron Lee;36;36126
2750;Tanner Everett;41;56770
2751;Jeremy Sweet;95;496966
2752;Harlan Dyer;54;848461
2753;Micah Carney;41;534195
2754;Richard Brewer;72;570844
2755;Dustin Thornton;36;524557
2756;Hayes Guy;56;598615
2757;Thor Hutchinson;74;787884
2758;Omar Rojas;89;263348
2759;Matthew Ramsey;83;119472
2760;Abraham Bowen;97;700087
2761;Conan Burris;46;57795
2762;Cole Shaffer;73;537243
2763;Odysseus Park;33;184940
2764;August Hill;84;974476
2765;Tanner Harris;83;628466
2766;Carter Mcfadden;92;860099
2767;Erich Mills;98;358090
2768;Neville Velazquez;33;948322
2769;Amos Everett;100;279921
2770;Bert Mcpherson;87;840584
2771;Dylan Snyder;31;391928
2772;Dennis Rodriquez;55;173882
2773;Carter Burks;86;366325
2774;Nero Nixon;45;64035
2775;Dorian Coleman;58;24306
2776;Boris Huff;98;172767
2777;Octavius Wells;61;838917
2778;Keaton Dixon;78;882498
2779;Benjamin Ortiz;48;385743
2780;Ignatius Miller;68;661479
2781;Oscar Gibbs;31;465369
2782;Abel Dennis;66;312424
2783;Hamilton Vasquez;52;543726
2784;Gabriel Fernandez;79;114594
2785;Craig Cantrell;96;811606
2786;Gareth Mercer;79;487852
2787;Dylan Wells;91;792141
2788;Kenyon Hendricks;61;338950
2789;Orlando Irwin;86;751329
2790;Nasim Franco;33;135876
2791;Colorado Hahn;77;607088
2792;Malachi Guerrero;80;897947
2793;Jarrod Moss;80;894311
2794;Deacon Hatfield;56;586242
2795;Ferris Dickerson;56;941543
2796;Lucius Savage;49;394173
2797;Dexter Berg;39;989078
2798;Fulton Combs;38;603790
2799;Kato Robles;44;229583
2800;Cade Tyson;38;665928
2801;Kasper Schultz;69;835960
2802;Cole Wade;59;582922
2803;Camden Rojas;66;817140
2804;Lane Rosa;44;896012
2805;Silas Gillespie;92;238305
2806;John Abbott;88;105811
2807;Quentin Ballard;52;935250
2808;Vladimir Holt;72;513288
2809;Daquan Carver;54;490742
2810;Barclay Reilly;34;261978
2811;Julian Mcclure;34;164619
2812;Gage Estrada;33;242854
2813;Lawrence Wallace;63;153314
2814;Vance Floyd;47;720362
2815;Elvis Manning;76;281761
2816;Zephania Douglas;85;267448
2817;Grady Bush;82;492022
2818;Tanek Salinas;82;437777
2819;Geoffrey Sanchez;71;773068
2820;Barclay Morales;30;700791
2821;Keegan Jarvis;89;514511
2822;Phillip Boone;46;106562
2823;Lucius Stout;56;645195
2824;Brennan Casey;94;535477
2825;Denton Morse;31;173412
2826;Hiram Reilly;72;852671
2827;Keaton Cohen;74;658161
2828;Ronan Miller;55;405361
2829;Benjamin Conrad;94;869075
2830;Dennis Cameron;98;924039
2831;Addison Gilbert;70;152501
2832;Ivor Irwin;77;775001
2833;Boris Osborn;96;575399
2834;Herman Lewis;59;31590
2835;Nissim Barry;78;549802
2836;Marvin Bailey;97;774205
2837;Cole Small;75;508048
2838;Zachery Mclaughlin;60;15009
2839;Victor Wright;40;440210
2840;Hiram Schneider;44;575908
2841;Jelani Carney;40;967942
2842;Melvin Martin;100;406414
2843;Lane Nguyen;97;288647
2844;Mufutau Sykes;33;919748
2845;Orson Osborne;59;736197
2846;Donovan Sims;82;247926
2847;Salvador Swanson;77;304401
2848;Neil Stuart;91;235171
2849;Alan Allison;43;710197
2850;Kelly Coffey;37;194172
2851;Sean Bean;63;549917
2852;Vincent Lara;62;690624
2853;Clayton Sutton;59;516851
2854;Oleg Cervantes;83;578549
2855;Amery Hodges;91;760950
2856;Dustin Price;100;343233
2857;Paki Cline;33;335867
2858;Forrest Carter;66;223809
2859;Christopher Wolf;84;157075
2860;James Davidson;89;720332
2861;Blaze Dunlap;46;848197
2862;Griffith Witt;59;469291
2863;Grant Fleming;45;721137
2864;Alexander Craig;33;787833
2865;Garth Brennan;38;757476
2866;Dale Mitchell;98;460707
2867;Lawrence Pope;72;125125
2868;Warren Hooper;89;79254
2869;Murphy Bentley;95;122550
2870;Amal Gilbert;71;459476
2871;Levi Roy;42;666850
2872;Abraham Dawson;61;404039
2873;Elmo Marshall;40;580621
2874;Chaney Burton;32;808719
2875;Shad Moody;95;816212
2876;August Reese;92;774596
2877;Robert Roy;92;866543
2878;Brody Hutchinson;52;771007
2879;Daquan Kelley;60;279513
2880;Nigel Strong;77;54393
2881;Hector Schneider;74;643045
2882;Wade Mueller;61;805676
2883;Dieter Guerrero;73;370047
2884;Brenden Kirby;39;946851
2885;Drew Atkinson;87;447384
2886;Isaiah Cain;44;751847
2887;Leonard Morgan;31;347654
2888;Jerry Ortiz;57;969711
2889;Jelani Albert;73;467845
2890;Malcolm Beasley;48;948858
2891;Hamilton Sullivan;52;555034
2892;Garrison Howard;65;693034
2893;Hu Franklin;39;956114
2894;Hasad Gilmore;80;70729
2895;Yuli Pickett;58;513842
2896;Guy Rojas;63;934212
2897;Ralph Bowers;58;460896
2898;Bruno Nelson;58;570950
2899;Judah Pena;38;933751
2900;Caleb Melendez;74;637543
2901;Tyrone Raymond;71;367833
2902;Beck Flores;60;91063
2903;Aidan Schultz;71;445170
2904;Lawrence Best;56;414868
2905;Caesar Riddle;91;305592
2906;Harding England;91;978005
2907;Yoshio Wolf;94;156384
2908;Kirk Levy;85;523539
2909;Dieter Gutierrez;92;391748
2910;Mark Foster;63;690140
2911;Brennan Bell;38;744257
2912;Brennan Kim;40;290943
2913;Davis Anderson;71;703147
2914;Derek Houston;78;274588
2915;Harding Mccullough;59;35997
2916;Brandon Contreras;68;417184
2917;Keane Hobbs;86;241686
2918;Norman Elliott;95;857726
2919;Elliott Bass;72;455638
2920;Julian Ramsey;82;817957
2921;Phelan Frye;66;56408
2922;Phelan Conner;52;201795
2923;Quentin Pitts;45;906606
2924;Ulysses Rich;52;499353
2925;Chancellor Buckley;81;919083
2926;Galvin Moses;84;703928
2927;Murphy Guy;40;251826
2928;Branden Sullivan;34;885897
2929;Chester Mayo;96;965456
2930;Plato Donaldson;41;558302
2931;Xavier Hamilton;62;902140
2932;Buckminster Roach;58;340611
2933;Tate Burt;47;275885
